timestamp_,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7
0.001055,0.042326,0.042862,0.273627,0.818852,0.253707,0.882996,0.094041,-0.408688
0.001094,0.014760,0.057933,0.298286,0.834857,-0.197950,0.860220,0.082686,0.635684
0.001133,0.023073,0.032185,0.268384,0.830801,-0.374878,0.823404,0.044268,0.416629
0.001172,0.037737,0.027294,0.281712,0.812457,-0.141972,0.860301,0.016310,0.611918
0.001211,0.029487,0.044206,0.279666,0.804523,0.302493,0.843260,-0.016443,0.175220
0.001250,0.036133,0.025931,0.269632,0.832998,0.471348,0.843323,0.036843,0.334111
0.001289,0.015750,0.047964,0.287087,0.823437,0.252623,0.868804,0.041263,0.022726
0.001328,0.034573,0.040113,0.276626,0.843272,-0.125264,0.864359,0.046752,0.095482
0.001367,0.039790,0.045638,0.278386,0.836768,-0.298091,0.874210,0.059444,-0.069086
0.001406,0.038923,0.036959,0.297517,0.810471,-0.106978,0.839814,0.068745,-0.011364
0.001445,0.027128,0.030424,0.304688,0.801179,0.211043,0.869402,0.051848,-0.073312
0.001484,0.028732,0.040466,0.290900,0.821021,0.410337,0.841898,-0.002120,0.380201
0.001523,0.052530,0.047907,0.284807,0.823439,0.238074,0.844397,-0.007998,0.185522
0.001563,0.033224,0.050166,0.302675,0.808005,-0.038506,0.836355,0.001889,0.184466
0.001602,0.034122,0.022424,0.298532,0.795579,-0.238537,0.819758,-0.001126,-0.318103
0.001641,0.008888,0.032083,0.296954,0.793902,-0.103903,0.862188,0.027509,-0.574341
0.001680,0.031174,0.042378,0.282385,0.781485,0.132513,0.812222,0.028174,-0.090909
0.001719,0.039003,0.050133,0.287288,0.820402,0.349353,0.804051,0.074785,-0.203435
0.001758,0.026669,0.051935,0.282109,0.779150,0.239620,0.817782,0.066906,-0.430357
0.001797,0.034669,0.015605,0.288500,0.801620,-0.020684,0.851179,-0.001114,-0.124613
0.001836,0.046139,0.024789,0.285532,0.775456,-0.177501,0.847479,0.067141,-0.115600
0.001875,0.048114,0.032423,0.305800,0.791259,-0.131972,0.812100,0.017388,0.296761
0.001914,0.039082,0.038832,0.308644,0.772427,0.116108,0.788017,0.033743,0.111181
0.001953,0.046639,0.043004,0.323340,0.803316,0.269526,0.841525,0.092747,0.150801
0.001992,0.028737,0.036868,0.297195,0.784100,0.210994,0.729352,0.050269,0.234466
0.002031,0.035901,0.019209,0.314814,0.803391,0.050502,0.790032,0.063757,-0.056315
0.002070,0.038155,0.019149,0.298026,0.759222,-0.089995,0.814584,0.053539,0.390128
0.002109,0.032148,0.041309,0.306639,0.741124,-0.109017,0.834624,0.039861,0.542226
0.002148,0.039640,0.036514,0.323129,0.772970,0.131706,0.773970,-0.001166,-0.238122
0.002188,0.038463,0.043860,0.317103,0.780187,0.229198,0.781716,0.027522,0.713993
0.002227,0.052273,0.038509,0.310541,0.770210,0.189821,0.760003,0.033707,-0.044289
0.002266,0.047961,0.034290,0.315536,0.746193,0.036412,0.746881,0.051649,0.166975
0.002305,0.055813,0.039686,0.307858,0.734500,-0.111991,0.788724,0.064270,0.194318
0.002344,0.037643,0.036929,0.333330,0.766826,-0.068052,0.776160,0.048240,0.051557
0.002383,0.048871,0.042858,0.316029,0.765570,0.049836,0.789045,0.027531,-0.213095
0.002422,0.038103,0.033610,0.308778,0.761419,0.202485,0.750534,0.018319,0.097736
0.002461,0.017142,0.045661,0.326682,0.752717,0.192774,0.736219,0.015868,0.373348
0.002500,0.058746,0.037083,0.313005,0.743558,0.098435,0.733460,0.016240,0.312954
0.002539,0.030192,0.048955,0.318989,0.730222,-0.076622,0.656009,0.012659,-0.533792
0.002578,0.051496,0.028973,0.334399,0.728299,-0.022758,0.754846,0.026946,0.163691
0.002617,0.058161,0.045039,0.328510,0.716322,0.041369,0.753239,0.047794,0.822533
0.002656,0.034224,0.047911,0.323919,0.724808,0.176568,0.704178,0.057503,-0.163654
0.002695,0.032830,0.037344,0.333321,0.721996,0.186871,0.713486,0.066231,0.187535
0.002734,0.020697,0.020605,0.323695,0.721822,0.051710,0.702701,0.016846,0.642992
0.002773,0.038354,0.021710,0.327831,0.703006,0.009304,0.692197,0.015660,0.371459
0.002812,0.040127,0.038892,0.319419,0.692271,-0.023772,0.696787,0.005673,-0.367041
0.002852,0.053829,0.034059,0.318981,0.681667,0.054477,0.682932,0.044438,0.892244
0.002891,0.047329,0.033659,0.319722,0.682067,0.140998,0.663840,0.028928,0.703292
0.002930,0.053817,0.020647,0.341622,0.690647,0.134737,0.686494,0.027647,0.311381
0.002969,0.025499,0.051877,0.342431,0.694859,0.055841,0.653932,0.034869,0.506099
0.003008,0.040018,0.030505,0.373368,0.647094,-0.028488,0.647406,0.040781,0.253295
0.003047,0.030874,0.025561,0.323367,0.668687,-0.039083,0.627322,0.031639,0.233925
0.003086,0.043405,0.033780,0.344288,0.650056,0.042984,0.667700,-0.002245,0.253057
0.003125,0.028494,0.033665,0.347626,0.652094,0.149001,0.638831,0.040182,-0.323904
0.003164,0.036085,0.025726,0.344821,0.636740,0.120664,0.649792,-0.000531,0.355630
0.003203,0.026676,0.017431,0.327708,0.619837,0.089604,0.614157,0.030179,0.154814
0.003242,0.048934,0.034840,0.359529,0.593803,0.045422,0.659042,0.049466,0.511200
0.003281,0.044037,0.008639,0.335539,0.606004,0.006462,0.591078,0.056286,-0.524348
0.003320,0.035938,0.026811,0.350524,0.614332,0.026010,0.601569,0.053019,0.232434
0.003359,0.025877,0.030792,0.342783,0.640956,0.124030,0.560686,0.014814,0.349839
0.003398,0.048581,0.039621,0.350288,0.603571,0.106690,0.581083,0.033336,-0.203027
0.003438,0.039617,0.035201,0.357122,0.580445,0.086663,0.595673,0.058221,-0.140781
0.003477,0.043552,0.029574,0.348702,0.594255,0.016257,0.612155,0.018637,0.030429
0.003516,0.024248,0.011486,0.355856,0.576844,0.016365,0.566978,0.039952,0.181939
0.003555,0.033425,0.020196,0.343892,0.573125,0.051413,0.587088,0.068594,0.297587
0.003594,0.047572,0.022156,0.336987,0.560471,0.127409,0.581932,0.043359,-0.058320
0.003633,0.036943,0.030339,0.338810,0.541135,0.084047,0.532279,0.022020,-0.062875
0.003672,0.016332,0.030303,0.365838,0.536469,0.091959,0.549172,0.022927,0.071909
0.003711,0.035566,0.026228,0.392013,0.558049,0.012097,0.571984,0.023207,-0.005951
0.003750,0.039407,0.029330,0.356245,0.560577,-0.001887,0.544520,0.067596,0.012707
0.003789,0.037073,0.056675,0.342304,0.532397,0.040261,0.519095,0.011152,0.085623
0.003828,0.020027,0.018589,0.344822,0.535559,0.080121,0.501966,0.016755,-0.637128
0.003867,0.037773,0.018498,0.356068,0.499970,0.110469,0.547223,0.008842,0.482798
0.003906,0.026670,0.034782,0.367267,0.541536,0.085153,0.494480,0.032230,0.488446
0.003945,0.024996,0.010758,0.361620,0.482749,0.055472,0.556835,0.034296,0.193758
0.003984,0.038609,0.032143,0.362649,0.484672,0.023665,0.487238,0.015109,-0.533173
0.004023,0.037600,0.020342,0.360672,0.496329,0.029259,0.452646,-0.020884,0.415512
0.004063,0.045945,0.027974,0.366996,0.448985,0.060871,0.499413,0.055177,-0.053048
0.004102,0.058600,0.014216,0.378158,0.489160,0.102170,0.449687,0.031725,-0.011406
0.004141,0.026337,0.021561,0.383340,0.451072,0.068619,0.475015,0.035043,0.230514
0.004180,0.023875,0.016298,0.341680,0.449828,0.023990,0.492744,0.030393,0.303626
0.004219,0.034512,0.009138,0.352346,0.439580,-0.011295,0.449770,0.024406,-0.444880
0.004258,0.029495,0.010834,0.365780,0.437409,0.036702,0.508940,0.017944,-0.495577
0.004297,0.042656,0.018822,0.383646,0.421304,0.063325,0.436845,0.021646,-0.203934
0.004336,0.030993,0.024769,0.345592,0.411789,0.096249,0.420273,0.042302,-0.524434
0.004375,0.033064,0.025600,0.392159,0.418888,0.041288,0.442497,0.027482,0.265511
0.004414,0.028984,0.016653,0.373329,0.367701,0.020892,0.428277,0.035834,-0.259791
0.004453,0.047760,0.024248,0.346804,0.417977,0.013742,0.402204,0.029042,-0.244544
0.004492,0.055881,-0.007510,0.354059,0.366367,0.048446,0.399661,-0.000985,-0.814798
0.004531,0.030431,0.026362,0.359793,0.377792,0.085366,0.459707,0.057230,0.309045
0.004570,0.022610,0.019902,0.366075,0.346854,0.091308,0.410418,0.044908,-0.207802
0.004609,0.027731,0.032761,0.363268,0.346664,0.059293,0.427813,0.025600,-0.283929
0.004648,0.027957,0.016332,0.355002,0.367634,0.038138,0.428297,0.015383,-0.628652
0.004687,0.025309,0.018276,0.367657,0.314442,0.029891,0.419685,0.001483,-0.246491
0.004727,0.042401,0.012396,0.362758,0.322353,0.017524,0.435479,0.026241,-0.568904
0.004766,0.030765,0.009694,0.387396,0.300779,0.046725,0.383064,0.017738,0.007575
0.004805,0.044249,0.022555,0.360671,0.310997,0.094153,0.347758,0.002728,-0.163879
0.004844,0.024568,0.009387,0.374487,0.299290,0.087330,0.351864,-0.000793,-0.432282
0.004883,0.028836,0.029732,0.379429,0.273675,0.076389,0.349073,0.016600,-0.137290
0.004922,0.035527,0.003955,0.362541,0.264763,0.081843,0.384359,-0.007315,-0.512817
0.004961,0.029279,0.026610,0.381212,0.260401,0.049474,0.384963,0.005880,0.111426
0.005000,0.039974,0.014116,0.372150,0.266835,0.002915,0.289008,0.009905,-0.677316
0.005039,0.037855,0.019477,0.383437,0.260320,0.071721,0.325317,0.023864,-0.242056
0.005078,0.036244,0.031403,0.381306,0.232344,0.068823,0.329854,0.012033,-0.530534
0.005117,0.038438,0.017136,0.389924,0.246004,0.063701,0.339302,-0.020006,-0.151889
0.005156,0.022915,0.027168,0.406268,0.225794,0.037457,0.338073,0.035323,-0.168771
0.005195,0.045819,0.016234,0.384773,0.213263,0.051846,0.315241,0.061182,-0.179093
0.005234,0.039403,0.021319,0.366086,0.205579,0.043720,0.338603,0.019641,-0.251077
0.005273,0.037414,0.012064,0.396660,0.202984,0.076470,0.353540,-0.006398,0.047648
0.005313,0.047324,-0.001143,0.377210,0.185592,0.045470,0.333272,0.015440,-0.289957
0.005352,0.021098,0.011572,0.380467,0.199010,0.044856,0.331141,0.000090,0.067391
0.005391,0.045127,0.010916,0.402464,0.161440,0.032764,0.266673,-0.004621,-0.689496
0.005430,0.027622,0.012574,0.390905,0.158084,0.010812,0.335298,0.006253,-0.005045
0.005469,0.041971,0.015833,0.399441,0.168698,0.070866,0.277770,0.007231,-0.126790
0.005508,0.048582,0.027465,0.372647,0.150546,0.046883,0.269440,0.019129,0.025520
0.005547,0.037269,0.007657,0.386286,0.139341,0.078654,0.263367,-0.022258,-0.238140
0.005586,0.029808,0.006884,0.382953,0.131706,0.052034,0.298257,0.003202,-0.466491
0.005625,0.022241,0.012381,0.392666,0.107587,0.031522,0.276368,0.009947,-0.451545
0.005664,0.018265,0.011600,0.382795,0.125562,0.050598,0.272136,-0.004667,-0.447133
0.005703,0.035279,0.013185,0.366348,0.074235,0.033489,0.295030,-0.005463,0.028595
0.005742,0.023854,0.025490,0.394983,0.128738,0.031106,0.289049,0.029097,0.202956
0.005781,0.043672,0.015854,0.375623,0.101280,0.069830,0.286715,0.013315,-0.586486
0.005820,0.047029,0.016239,0.385394,0.054025,0.008064,0.288809,-0.022767,-0.951408
0.005859,0.026018,0.016232,0.384716,0.052856,0.044611,0.228886,-0.019684,-0.259164
0.005898,0.021146,0.013282,0.391546,0.058360,0.009775,0.269393,-0.035998,-0.194484
0.005938,0.026031,0.012337,0.398967,0.035985,0.029788,0.286175,0.021592,-1.029232
0.005977,0.043346,0.007462,0.375147,0.017934,0.058960,0.232433,-0.016398,-0.635827
0.006016,0.043423,0.006810,0.391781,0.041274,0.056926,0.196091,-0.000706,0.366206
0.006055,0.036158,-0.002135,0.381830,0.019765,0.012873,0.217281,-0.018242,-0.178029
0.006094,0.036267,0.013093,0.380771,0.016919,0.042699,0.256715,-0.013437,-0.511824
0.006133,0.044008,0.001455,0.385463,-0.020393,0.050353,0.278282,0.003954,-0.125882
0.006172,0.026734,0.008835,0.383009,0.019377,0.031792,0.177344,-0.001605,-0.152311
0.006211,0.043779,0.012194,0.388439,-0.025871,0.024264,0.149136,-0.007498,0.283751
0.006250,0.052322,0.011423,0.399623,-0.009027,0.008657,0.265233,0.006554,-0.672330
0.006289,0.028557,0.017999,0.389196,-0.048432,0.038544,0.214682,0.004720,0.541840
0.006328,0.026877,0.003106,0.381638,-0.023716,0.030755,0.215447,0.002400,-0.159346
0.006367,0.038771,0.015813,0.388738,-0.024607,0.024241,0.197619,-0.011766,0.183691
0.006406,0.025831,0.016476,0.388691,-0.034788,0.053777,0.232014,-0.024726,0.218539
0.006445,0.021051,-0.008869,0.389733,-0.059310,0.069644,0.224307,-0.000245,-0.163857
0.006484,0.029435,0.017347,0.388601,-0.044430,0.069491,0.187179,-0.032838,0.109407
0.006523,0.032180,-0.002783,0.385050,-0.088526,0.048402,0.169782,0.002465,0.017718
0.006562,0.030650,0.013068,0.388783,-0.094688,0.029373,0.170652,0.005780,0.317595
0.006602,0.020639,0.012045,0.398577,-0.093785,0.020015,0.243730,0.005356,-0.452805
0.006641,0.031412,0.024192,0.372729,-0.100337,0.023496,0.176625,-0.017394,-0.045859
0.006680,0.038073,0.013114,0.373981,-0.118859,0.066548,0.155441,0.004667,-0.158893
0.006719,0.053480,-0.003076,0.377959,-0.123810,0.063649,0.165149,-0.014137,-0.587933
0.006758,0.031101,0.016273,0.389354,-0.138061,0.035931,0.160701,-0.021940,0.256510
0.006797,0.025020,0.009094,0.384423,-0.138548,0.045346,0.153889,-0.015841,-0.163274
0.006836,0.036026,0.003572,0.384188,-0.145420,0.009752,0.191173,-0.048800,0.151653
0.006875,0.036174,-0.008170,0.379057,-0.142771,0.028815,0.162758,-0.036414,-0.139174
0.006914,0.031544,0.009382,0.380804,-0.118338,0.041423,0.100394,-0.036940,-0.066925
0.006953,0.031368,0.008081,0.400272,-0.159350,0.033110,0.179337,0.006694,0.409569
0.006992,0.021139,0.002075,0.389431,-0.152527,0.017073,0.197446,-0.008471,-0.199940
0.007031,0.044604,0.025024,0.379941,-0.138706,0.039326,0.174720,-0.052399,0.035603
0.007070,0.028873,0.001459,0.383772,-0.172079,0.039213,0.149363,-0.021260,-0.253196
0.007109,0.046906,0.000157,0.397169,-0.167942,0.020876,0.184811,-0.018885,0.511109
0.007148,0.029312,0.016634,0.381616,-0.210427,0.061315,0.096711,-0.011948,0.322080
0.007188,0.014752,0.019893,0.394399,-0.192679,0.053890,0.121081,-0.012879,0.330957
0.007227,0.033230,0.010020,0.401562,-0.231049,0.043172,0.129564,-0.025242,-0.381867
0.007266,0.036986,0.010882,0.406212,-0.223726,0.051825,0.100561,0.028439,-0.195751
0.007305,0.040661,0.018783,0.393751,-0.229073,-0.006833,0.113283,-0.002338,0.667856
0.007344,0.021309,0.032147,0.389729,-0.227802,0.052760,0.117190,-0.023770,0.054720
0.007383,0.023663,0.032670,0.392109,-0.206548,0.017555,0.100263,-0.019746,-0.281507
0.007422,0.039008,0.009751,0.411416,-0.239985,0.045225,0.073444,-0.022726,-0.272534
0.007461,0.028722,0.005240,0.396461,-0.259900,0.027827,0.156573,0.166095,-0.335898
0.007500,0.045535,0.008888,0.391052,-0.236771,-0.024227,0.123652,0.210757,-0.259405
0.007539,0.037414,0.008250,0.403532,-0.239908,-0.000508,0.048408,0.138976,0.175444
0.007578,0.056748,0.008272,0.397795,-0.266365,0.039238,0.080655,-0.004978,-0.008446
0.007617,0.037828,0.013027,0.399833,-0.276426,0.014439,0.129098,-0.173571,0.034998
0.007656,0.033001,0.005579,0.390380,-0.267405,0.034523,0.117519,-0.219786,0.070604
0.007695,0.033515,-0.008881,0.400558,-0.256593,0.077296,0.107309,-0.144475,0.888135
0.007734,0.041272,0.003622,0.383105,-0.305599,-0.014654,0.143947,-0.079660,-0.058836
0.007773,0.020968,0.021340,0.409391,-0.289582,0.012452,0.090952,0.101477,0.330802
0.007813,0.009158,0.022144,0.386684,-0.308476,0.055980,0.091193,0.162923,0.310311
0.007852,0.033418,0.009264,0.387879,-0.322291,0.026726,0.078343,0.088878,-0.152776
0.007891,0.037191,-0.008303,0.405614,-0.306310,0.029826,0.028268,0.004659,-0.796118
0.007930,0.047055,0.009048,0.386044,-0.313327,0.020061,0.012262,-0.137171,0.233687
0.007969,0.022665,0.012698,0.388365,-0.311087,0.036297,0.090394,-0.151314,-0.041119
0.008008,0.029142,0.000223,0.386552,-0.343313,0.027086,0.047938,-0.138369,0.555584
0.008047,0.041252,0.006181,0.386849,-0.311809,-0.010100,0.005701,-0.055959,0.159897
0.008086,0.013814,0.011604,0.384535,-0.349794,0.056083,0.035876,0.012320,0.128094
0.008125,0.040259,0.017987,0.384884,-0.336994,0.020374,0.081521,0.057982,0.240573
0.008164,0.034866,0.016629,0.376655,-0.376944,-0.011959,0.029204,0.093755,0.244619
0.008203,0.043523,0.008044,0.388901,-0.376238,0.018144,0.027586,0.034684,-0.068542
0.008242,0.029164,0.024617,0.374255,-0.379915,0.014811,0.003730,-0.085218,-0.532516
0.008281,0.034684,0.014315,0.390397,-0.350758,0.050259,0.004347,-0.126981,-0.021078
0.008320,0.032907,0.009715,0.375430,-0.352047,0.004241,0.000610,-0.138112,-0.321036
0.008359,0.025754,0.015930,0.381300,-0.376243,-0.004538,0.036474,-0.108210,0.280300
0.008398,0.037956,0.005164,0.385073,-0.384442,0.018059,-0.039119,-0.009422,-0.033016
0.008438,0.031427,0.020352,0.366132,-0.358613,0.038996,-0.070714,0.046818,-0.271946
0.008477,0.035907,0.017790,0.381170,-0.380925,0.038796,-0.070585,0.052998,0.628536
0.008516,0.057414,0.016063,0.395671,-0.382372,-0.046425,-0.035469,-0.003412,-0.310599
0.008555,0.028451,-0.002082,0.373854,-0.368441,-0.029592,0.008316,-0.046312,-0.267828
0.008594,0.039395,0.010430,0.376101,-0.394941,0.022060,0.035263,-0.085216,-0.017942
0.008633,0.048768,0.016345,0.394303,-0.423266,0.034871,-0.020464,-0.121996,0.264962
0.008672,0.023865,0.005054,0.390911,-0.425933,-0.015767,-0.024529,-0.095495,0.236454
0.008711,0.003782,0.006704,0.375486,-0.380129,0.014911,-0.018041,0.004436,0.250614
0.008750,0.036631,0.016030,0.360821,-0.428737,-0.017790,-0.012212,0.011865,-0.083842
0.008789,0.041250,0.004619,0.376701,-0.415431,0.002424,-0.064435,0.024195,0.272428
0.008828,0.022947,0.003402,0.367251,-0.414714,0.022128,-0.011113,-0.010980,0.125712
0.008867,0.055305,0.015421,0.371704,-0.380483,0.041374,-0.034380,-0.062330,-0.114660
0.008906,0.049368,0.023054,0.384125,-0.437996,0.040064,-0.014024,-0.047064,-0.232716
0.008945,0.051042,0.018011,0.389572,-0.451120,0.027396,-0.045136,-0.089591,-0.566164
0.008984,0.035622,-0.008559,0.377215,-0.437146,0.026786,-0.017672,-0.082634,0.286974
0.009023,0.048397,0.023220,0.378028,-0.436550,-0.005969,-0.047292,-0.086408,0.127648
0.009062,0.038529,-0.004408,0.375387,-0.408890,-0.000764,-0.002124,0.006294,0.320638
0.009102,0.036749,0.013802,0.374500,-0.450623,0.016306,-0.065968,0.006267,0.099911
0.009141,0.038030,0.004716,0.372210,-0.435894,0.009478,-0.085269,-0.024151,-0.477862
0.009180,0.049749,0.012462,0.368483,-0.458430,0.008751,-0.067324,-0.041009,0.053478
0.009219,0.045584,0.016405,0.365228,-0.444172,-0.008077,-0.070652,-0.063436,0.490566
0.009258,0.033577,-0.001159,0.378428,-0.460411,0.021675,-0.074927,-0.071414,-0.017870
0.009297,0.041571,0.007237,0.377270,-0.464225,0.006677,-0.103806,-0.047180,0.345394
0.009336,0.047860,0.012071,0.378311,-0.456736,0.052674,-0.159488,-0.041000,-0.104183
0.009375,0.040698,0.008147,0.370066,-0.445953,0.009940,-0.131790,-0.041184,-0.251777
0.009414,0.036761,0.010117,0.348615,-0.455186,-0.009892,-0.084578,-0.016509,-0.044461
0.009453,0.037200,0.017447,0.388314,-0.446697,0.023500,-0.095051,-0.033683,0.310223
0.009492,0.052898,0.018284,0.350112,-0.446450,0.051011,-0.082759,-0.044373,0.511991
0.009531,0.044455,0.023801,0.372773,-0.475925,0.002127,-0.111323,-0.007766,-0.496598
0.009570,0.052189,0.007323,0.366357,-0.481364,0.011152,-0.116004,-0.050403,0.594221
0.009609,0.028809,0.019942,0.349528,-0.480283,0.026646,-0.160882,-0.045992,-0.520577
0.009648,0.038013,-0.011051,0.365045,-0.487236,0.022237,-0.155960,-0.065656,0.512674
0.009687,0.047796,0.006293,0.370483,-0.480564,-0.005146,-0.202326,-0.043814,0.426260
0.009727,0.044658,0.001017,0.361132,-0.482924,0.007356,-0.195467,-0.056406,0.542386
0.009766,0.042642,0.011181,0.353264,-0.476629,-0.000033,-0.145380,-0.041000,-0.104198
0.009805,0.038806,0.012712,0.353799,-0.481593,-0.006895,-0.123398,-0.035196,0.312827
0.009844,0.052421,0.019116,0.345582,-0.475241,0.008985,-0.155875,-0.055890,0.150422
0.009883,0.034555,0.019230,0.360469,-0.499350,0.020872,-0.164351,-0.098138,0.827939
0.009922,0.055174,0.020954,0.364505,-0.488252,-0.048916,-0.205116,-0.052559,-0.396331
0.009961,0.042842,0.017635,0.355762,-0.464620,0.022934,-0.190235,-0.060093,0.829401
0.010000,0.051455,0.011390,0.344704,-0.489849,0.039808,-0.183640,-0.050757,0.110707
0.010039,0.032712,0.024846,0.377066,-0.474786,0.002169,-0.189714,-0.061041,0.440326
0.010078,0.030405,0.002903,0.347499,-0.486078,-0.017917,-0.182643,-0.039194,-0.226729
0.010117,0.058459,0.006285,0.357332,-0.492610,0.003820,-0.263710,-0.014961,0.117592
0.010156,0.032159,-0.004261,0.372902,-0.519149,0.022516,-0.200698,-0.014655,-0.432112
0.010195,0.062259,-0.001302,0.341703,-0.484130,0.011333,-0.251936,-0.071024,0.373632
0.010234,0.033017,0.005476,0.336723,-0.497169,0.003667,-0.252754,-0.067705,-0.502884
0.010273,0.019328,0.021937,0.353602,-0.491621,0.034410,-0.221639,-0.073150,-0.082541
0.010313,0.054883,0.002009,0.350766,-0.493690,-0.005795,-0.205242,-0.053275,0.570024
0.010352,0.040789,0.016996,0.344606,-0.522706,0.004460,-0.285812,-0.059926,0.544834
0.010391,0.037008,0.017987,0.352389,-0.501491,-0.009834,-0.229212,-0.049737,0.472902
0.010430,0.039851,0.000847,0.346791,-0.499189,0.023166,-0.267148,-0.031662,-0.329182
0.010469,0.046012,0.011921,0.322998,-0.491627,-0.016206,-0.270887,-0.066943,0.184940
0.010508,0.046610,0.009538,0.335274,-0.513417,0.016180,-0.267633,-0.044589,0.146176
0.010547,0.040735,0.005595,0.334059,-0.526977,0.028709,-0.298303,-0.115564,-0.007683
0.010586,0.033182,0.002935,0.354946,-0.490723,0.020115,-0.259469,-0.063497,0.239779
0.010625,0.039287,-0.002296,0.351034,-0.509583,0.005489,-0.267876,-0.095226,0.244967
0.010664,0.049809,0.016283,0.341515,-0.483811,0.004920,-0.360024,-0.068180,0.154190
0.010703,0.033946,-0.009973,0.335489,-0.505808,0.038886,-0.287061,-0.045708,0.240920
0.010742,0.047399,-0.001175,0.338018,-0.526883,0.002071,-0.273098,-0.051127,0.442773
0.010781,0.032661,-0.000290,0.323557,-0.509498,-0.006056,-0.251305,-0.048144,0.453477
0.010820,0.057860,0.001740,0.327111,-0.531085,0.018391,-0.240083,-0.029888,0.079174
0.010859,0.033245,0.001352,0.331501,-0.491708,-0.008936,-0.263518,-0.092674,0.321909
0.010898,0.061527,0.008376,0.337836,-0.517811,-0.011656,-0.321562,-0.046471,-0.002224
0.010937,0.045570,0.005549,0.322801,-0.523612,0.002360,-0.309288,-0.051509,-0.747226
0.010977,0.039716,0.015470,0.335631,-0.489570,0.008073,-0.298837,-0.121284,-0.230665
0.011016,0.050767,0.011009,0.311475,-0.509631,0.026990,-0.284421,-0.042920,0.197922
0.011055,0.045019,0.022222,0.314856,-0.508816,0.026124,-0.295016,-0.009730,-0.103660
0.011094,0.039372,0.019723,0.341872,-0.510836,-0.008477,-0.291609,-0.032801,0.762960
0.011133,0.052893,0.015750,0.308229,-0.491532,0.046996,-0.300130,-0.051162,0.042516
0.011172,0.037650,-0.006604,0.340942,-0.501698,0.041130,-0.325266,-0.064113,0.242644
0.011211,0.050640,0.014024,0.321909,-0.505510,0.013370,-0.292454,-0.040653,-0.482027
0.011250,0.044358,0.000587,0.325461,-0.535935,-0.027428,-0.333107,-0.058236,-0.058245
0.011289,0.053120,0.017862,0.310664,-0.505188,0.004653,-0.297993,-0.042642,0.100792
0.011328,0.059288,0.021013,0.316962,-0.516028,0.896564,-0.318590,-0.065717,0.263833
0.011367,0.046754,-0.000992,0.315053,-0.530432,1.137024,-0.329266,-0.051028,-0.282501
0.011406,0.050662,-0.006220,0.319518,-0.506268,0.250932,-0.375767,-0.076304,-0.299851
0.011445,0.036107,0.005236,0.303148,-0.509459,-0.798175,-0.363887,-0.034626,-0.124605
0.011484,0.056662,0.010534,0.317985,-0.505249,-1.022233,-0.312096,-0.038589,-0.209047
0.011523,0.035201,0.020162,0.269009,-0.520100,-0.279380,-0.326049,-0.090279,0.102038
